City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Property Type,Square Footage
Vancouver,BC,49.2706468,-123.2529042,1999000.0,2.0,2.0,Condo,1462.0
West Vancouver,BC,49.3393868,-123.2595904,3750000.0,5.0,3.0,Single Family,2893.0
Vancouver,BC,49.2622825,-123.1566129,788000.0,1.0,1.0,Condo,744.0
Vancouver,BC,49.2612122,-123.173338,2799000.0,4.0,2.0,Single Family,2038.0
West Vancouver,BC,49.3367726,-123.1755914,3280000.0,4.0,3.0,Single Family,2665.0
West Vancouver,BC,49.3585566,-123.2692029,3980000.0,5.0,5.0,Single Family,4102.0
Vancouver,BC,49.2632676,-123.2336347,888000.0,1.0,1.0,Condo,565.0
Vancouver,BC,49.2699357,-123.2141417,6680000.0,6.0,4.0,Single Family,5120.0
Vancouver,BC,49.272378,-123.2099126,6998000.0,5.0,5.0,Single Family,4277.0
Vancouver,BC,49.2584416,-123.1968903,1399000.0,2.0,3.0,Townhome,1382.0
West Vancouver,BC,49.3457352,-123.2372011,3998000.0,4.0,3.0,Single Family,3642.0
West Vancouver,BC,49.3564629,-123.2670914,2848000.0,6.0,4.0,Single Family,3544.0
Vancouver,BC,49.273279,-123.1601527,679900.0,1.0,1.0,Condo,696.0
Vancouver,BC,49.2608529,-123.2106585,3100000.0,5.0,2.0,Single Family,2302.0
Vancouver,BC,49.2544142,-123.1875815,2598000.0,3.0,4.0,Duplex,1546.0
Vancouver,BC,49.2617261,-123.1557253,849000.0,2.0,1.0,Condo,833.0
Vancouver,BC,49.2687531,-123.1765674,879000.0,2.0,2.0,Condo,833.0
West Vancouver,BC,49.3488236,-123.1557157,8120000.0,5.0,6.0,Single Family,7106.0
Vancouver,BC,49.265115,-123.1962769,3998000.0,5.0,2.0,Single Family,3208.0
West Vancouver,BC,49.344988,-123.171253,1898000.0,3.0,2.0,Condo/Townhome,2032.0
Vancouver,BC,49.2654791,-123.2444802,949000.0,2.0,2.0,Condo,966.0
Vancouver,BC,49.2612107,-123.2005736,2499000.0,4.0,4.0,Duplex,2062.0
Vancouver,BC,49.2689114,-123.1631022,3508000.0,0.0,0.0,Single Family,2968.0
West Vancouver,BC,49.3396989,-123.2636323,2649800.0,3.0,2.0,Single Family,2049.0
Vancouver,BC,49.2527063,-123.2335727,1298000.0,2.0,2.0,Condo,869.0
West Vancouver,BC,49.3602543,-123.2784272,2799000.0,4.0,4.0,Single Family,3007.0
West Vancouver,BC,49.329414,-123.153907,719000.0,1.0,1.0,Condo,843.0
West Vancouver,BC,49.32858,-123.169522,1798000.0,2.0,2.0,Condo,1151.0
Vancouver,BC,49.2630314,-123.2013389,4380000.0,4.0,5.0,Single Family,2747.0
Vancouver,BC,49.2636266,-123.241458,899000.0,2.0,2.0,Condo,810.0
Vancouver,BC,49.2682105,-123.1763023,1748800.0,2.0,2.0,Condo,1544.0
West Vancouver,BC,49.3317239,-123.1484516,4888000.0,5.0,5.0,Single Family,3756.0
West Vancouver,BC,49.3388724,-123.1686519,3149000.0,4.0,2.0,Single Family,2454.0
West Vancouver,BC,49.3440967,-123.2565085,2890000.0,3.0,3.0,Single Family,2607.0
Vancouver,BC,49.259499,-123.2067118,3699000.0,7.0,4.0,Single Family,2939.0
West Vancouver,BC,49.3295045,-123.1406812,2495000.0,2.0,3.0,Condo,1525.0
Vancouver,BC,49.2558661,-123.1961536,6260000.0,7.0,7.0,Single Family,3895.0
West Vancouver,BC,49.3506673,-123.1684716,4798000.0,6.0,5.0,Single Family,5484.0
West Vancouver,BC,49.3477808,-123.2312008,6998000.0,5.0,6.0,Single Family,7164.0
West Vancouver,BC,49.3486004,-123.1670853,5498000.0,5.0,5.0,Single Family,4671.0
West Vancouver,BC,49.351887,-123.1406938,9800000.0,5.0,8.0,Single Family,7792.0
West Vancouver,BC,49.3489292,-123.159066,6825000.0,4.0,5.0,Single Family,3277.0
West Vancouver,BC,49.3382375,-123.1936267,2698000.0,5.0,2.0,Single Family,2797.0
West Vancouver,BC,49.3418833,-123.197161,11988000.0,8.0,8.0,Single Family,12494.0
West Vancouver,BC,49.3418319,-123.2555107,5250000.0,5.0,5.0,Single Family,5323.0
West Vancouver,BC,49.3451396,-123.1602064,5298000.0,5.0,7.0,Single Family,5735.0
West Vancouver,BC,49.329975,-123.154914,1288000.0,2.0,2.0,Condo,1250.0
West Vancouver,BC,49.345209,-123.2318988,3498000.0,6.0,3.0,Single Family,2950.0
West Vancouver,BC,49.330581,-123.173173,2880000.0,2.0,2.0,Condo,1800.0
West Vancouver,BC,49.3422041,-123.2531264,6499000.0,4.0,5.0,Single Family,6994.0
West Vancouver,BC,49.345255,-123.2100834,9680000.0,5.0,6.0,Single Family,6194.0
West Vancouver,BC,49.3555026,-123.1481829,3890000.0,4.0,4.0,Single Family,4012.0
West Vancouver,BC,49.3353449,-123.1769384,4998000.0,5.0,6.0,Single Family,4641.0
West Vancouver,BC,49.353412,-123.2723476,2150000.0,2.0,2.0,Single Family,1479.0
West Vancouver,BC,49.3391942,-123.1649287,7500000.0,6.0,9.0,Single Family,6778.0
West Vancouver,BC,49.329127,-123.161925,1150000.0,1.0,2.0,Condo,960.0
West Vancouver,BC,49.330479,-123.172048,1549900.0,2.0,2.0,Condo,1352.0
West Vancouver,BC,49.3457402,-123.2534317,2680000.0,5.0,3.0,Single Family,3247.0
West Vancouver,BC,49.3581817,-123.1388255,9360000.0,5.0,8.0,Single Family,7307.0
West Vancouver,BC,49.3437552,-123.2569717,2635000.0,3.0,3.0,Single Family,2217.0
West Vancouver,BC,49.3492422,-123.1419812,4980000.0,4.0,5.0,Single Family,5072.0
West Vancouver,BC,49.3551119,-123.1424744,7980000.0,5.0,7.0,Single Family,7124.0
West Vancouver,BC,49.3510382,-123.1927156,4188000.0,3.0,4.0,Townhome,2794.0
West Vancouver,BC,49.34483,-123.2104432,4380000.0,3.0,4.0,Single Family,3593.0
West Vancouver,BC,49.3407762,-123.2470244,9980000.0,5.0,7.0,Single Family,6916.0
West Vancouver,BC,49.3513456,-123.1663628,6998000.0,7.0,7.0,Single Family,6987.0
West Vancouver,BC,49.3500567,-123.1770554,7880000.0,5.0,6.0,Single Family,5249.0
West Vancouver,BC,49.3514831,-123.1544658,9998000.0,6.0,8.0,Single Family,7204.0
West Vancouver,BC,49.3401638,-123.2251844,11800000.0,4.0,6.0,Single Family,5774.0
West Vancouver,BC,49.3530533,-123.2547529,2516000.0,3.0,3.0,Condo/Townhome,2214.0
West Vancouver,BC,49.3486945,-123.1512573,5188000.0,8.0,5.0,Single Family,4955.0
West Vancouver,BC,49.3479163,-123.2023225,2296000.0,3.0,3.0,Condo/Townhome,2709.0
West Vancouver,BC,49.3487852,-123.1657535,9800000.0,5.0,8.0,Single Family,8195.0
West Vancouver,BC,49.341111,-123.2059548,2598000.0,4.0,3.0,Single Family,2903.0
West Vancouver,BC,49.3468854,-123.2671466,3198000.0,4.0,4.0,Single Family,3478.0
West Vancouver,BC,49.3514414,-123.2080948,2950900.0,3.0,3.0,Duplex,2407.0
West Vancouver,BC,49.3514053,-123.2083251,2900900.0,3.0,3.0,Duplex,2364.0
West Vancouver,BC,49.3462722,-123.2487327,2698000.0,3.0,3.0,Single Family,2463.0
West Vancouver,BC,49.3441244,-123.2193127,3799000.0,6.0,4.0,Single Family,4061.0
West Vancouver,BC,49.3455067,-123.253591,2550000.0,5.0,3.0,Single Family,3917.0
West Vancouver,BC,49.3533903,-123.249678,3298000.0,5.0,6.0,Single Family,4839.0
West Vancouver,BC,49.3388732,-123.2034665,14500000.0,5.0,6.0,Single Family,7601.0
West Vancouver,BC,49.3548494,-123.2433882,3675000.0,4.0,3.0,Single Family,3753.0
West Vancouver,BC,49.351793,-123.1469012,3089000.0,7.0,4.0,Single Family,4117.0
West Vancouver,BC,49.3405491,-123.2351227,4999900.0,7.0,6.0,Single Family,6199.0
West Vancouver,BC,49.3457816,-123.2643301,5148000.0,4.0,3.0,Single Family,3305.0
West Vancouver,BC,49.3436408,-123.1976131,7498000.0,6.0,8.0,Single Family,6590.0
West Vancouver,BC,49.3542856,-123.1525687,15998000.0,6.0,9.0,Single Family,10269.0
West Vancouver,BC,49.3426884,-123.2660521,3990000.0,5.0,3.0,Single Family,3600.0
West Vancouver,BC,49.3449764,-123.2359218,9998000.0,4.0,6.0,Single Family,6014.0
West Vancouver,BC,49.3489157,-123.1575002,14980000.0,7.0,9.0,Single Family,8904.0
West Vancouver,BC,49.348954,-123.1410709,4688000.0,5.0,5.0,Single Family,4300.0
West Vancouver,BC,49.3532015,-123.2656328,1999000.0,4.0,3.0,Single Family,2400.0
West Vancouver,BC,49.3514293,-123.1761452,14888000.0,5.0,7.0,Single Family,6600.0
West Vancouver,BC,49.346909,-123.240325,4898000.0,4.0,4.0,Single Family,4443.0
West Vancouver,BC,49.3501146,-123.1848166,2798000.0,2.0,3.0,Townhome,2831.0
West Vancouver,BC,49.3288051,-123.1442167,3999900.0,5.0,4.0,Single Family,3203.0
West Vancouver,BC,49.3386532,-123.1375553,2820000.0,5.0,4.0,Single Family,4020.0
West Vancouver,BC,49.3376757,-123.1947818,4580000.0,4.0,7.0,Single Family,4043.0
West Vancouver,BC,49.3427504,-123.1733575,6588888.0,6.0,5.0,Single Family,5007.0
West Vancouver,BC,49.3388188,-123.1558602,3388000.0,4.0,5.0,Single Family,3120.0
West Vancouver,BC,49.3511045,-123.1755174,6180000.0,7.0,7.0,Single Family,5878.0
West Vancouver,BC,49.3482945,-123.2037032,1988000.0,3.0,2.0,Condo,1831.0
West Vancouver,BC,49.330944,-123.161221,988000.0,2.0,2.0,Condo,984.0
West Vancouver,BC,49.3390388,-123.2419595,7998000.0,4.0,6.0,Single Family,4761.0
West Vancouver,BC,49.33019,-123.158545,850000.0,2.0,1.0,Condo,820.0
West Vancouver,BC,49.330017,-123.161108,768000.0,2.0,1.0,Condo,749.0
West Vancouver,BC,49.3437133,-123.2365374,3196000.0,5.0,4.0,Single Family,5206.0
West Vancouver,BC,49.3288696,-123.1383431,1799000.0,2.0,2.0,Condo,1130.0
West Vancouver,BC,49.3405677,-123.1522351,3490000.0,5.0,4.0,Single Family,4276.0
West Vancouver,BC,49.3384795,-123.1676551,2998000.0,5.0,2.0,Single Family,2311.0
West Vancouver,BC,49.3384757,-123.1672004,3298000.0,3.0,2.0,Single Family,1858.0
West Vancouver,BC,49.3429557,-123.1702297,3788000.0,4.0,2.0,Single Family,1764.0
West Vancouver,BC,49.34387,-123.2139557,3880000.0,3.0,3.0,Single Family,2600.0
West Vancouver,BC,49.3498976,-123.2448479,3269696.0,4.0,5.0,Single Family,4143.0
West Vancouver,BC,49.327759,-123.169031,5895000.0,3.0,4.0,Condo,3060.0
West Vancouver,BC,49.3475778,-123.2069425,2159000.0,2.0,3.0,Condo,1884.0
West Vancouver,BC,49.354826,-123.148513,12980000.0,8.0,9.0,Single Family,10821.0
West Vancouver,BC,49.3384403,-123.1553455,3090000.0,6.0,3.0,Single Family,3461.0
West Vancouver,BC,49.3424941,-123.2022902,4580000.0,3.0,2.0,Single Family,2316.0
West Vancouver,BC,49.3294626,-123.1630394,2980000.0,3.0,3.0,Single Family,2649.0
West Vancouver,BC,49.3483024,-123.1775747,6980000.0,5.0,7.0,Single Family,5988.0
West Vancouver,BC,49.3476215,-123.1594216,4588000.0,4.0,5.0,Single Family,3976.0
West Vancouver,BC,49.330413,-123.161388,849800.0,2.0,2.0,Condo,1037.0
West Vancouver,BC,49.3402923,-123.2506111,5400000.0,4.0,5.0,Single Family,4570.0
West Vancouver,BC,49.3423949,-123.2158368,9988000.0,6.0,7.0,Single Family,7206.0
West Vancouver,BC,49.3329265,-123.1791861,799900.0,1.0,1.0,Condo,549.0
West Vancouver,BC,49.3485794,-123.2355668,2898000.0,5.0,4.0,Single Family,4663.0
West Vancouver,BC,49.3496786,-123.1504179,6390000.0,7.0,6.0,Single Family,6240.0
West Vancouver,BC,49.3563645,-123.1475093,3898000.0,5.0,4.0,Single Family,3146.0
West Vancouver,BC,49.3351528,-123.1389131,2688000.0,4.0,3.0,Single Family,2432.0
West Vancouver,BC,49.3531254,-123.2451425,3588000.0,3.0,3.0,Single Family,2877.0
West Vancouver,BC,49.3338109,-123.1435211,4298000.0,4.0,4.0,Single Family,2528.0
West Vancouver,BC,49.346928,-123.2580159,4498000.0,4.0,4.0,Single Family,3238.0
West Vancouver,BC,49.3465589,-123.1478962,3488000.0,7.0,5.0,Single Family,4591.0
West Vancouver,BC,49.329449,-123.154866,679000.0,1.0,1.0,Condo,990.0
West Vancouver,BC,49.3486507,-123.1693522,3488000.0,3.0,4.0,Single Family,3873.0
West Vancouver,BC,49.3505103,-123.1499497,16999888.0,7.0,8.0,Single Family,8314.0
West Vancouver,BC,49.3462952,-123.2239364,5880000.0,4.0,7.0,Single Family,5608.0
West Vancouver,BC,49.3556161,-123.2776561,4998000.0,3.0,3.0,Single Family,3327.0
West Vancouver,BC,49.3356961,-123.1497271,2498000.0,4.0,2.0,Single Family,2037.0
West Vancouver,BC,49.3415227,-123.2494699,4160000.0,4.0,3.0,Single Family,3002.0
West Vancouver,BC,49.3518752,-123.1577472,7998000.0,4.0,5.0,Single Family,5726.0
West Vancouver,BC,49.3448134,-123.2354841,5198000.0,3.0,4.0,Single Family,2947.0
West Vancouver,BC,49.3385499,-123.1732423,4798000.0,5.0,4.0,Single Family,4808.0
West Vancouver,BC,49.3378032,-123.1844622,5388000.0,7.0,6.0,Single Family,4927.0
West Vancouver,BC,49.3535887,-123.1532412,5500000.0,6.0,5.0,Single Family,5053.0
West Vancouver,BC,49.3311253,-123.1432606,5998000.0,4.0,5.0,Single Family,4016.0
West Vancouver,BC,49.3413719,-123.1950882,13880000.0,7.0,8.0,Single Family,10285.0
West Vancouver,BC,49.3357241,-123.1582095,2398000.0,3.0,2.0,Single Family,2127.0
West Vancouver,BC,49.3480699,-123.1788306,6980000.0,5.0,5.0,Single Family,6510.0
West Vancouver,BC,49.331019,-123.173664,6998000.0,3.0,4.0,Condo,3885.0
West Vancouver,BC,49.3366952,-123.1384701,6788000.0,5.0,8.0,Single Family,7164.0
West Vancouver,BC,49.327879,-123.166096,7798000.0,3.0,4.0,Condo,4803.0
West Vancouver,BC,49.3420767,-123.2506544,9980000.0,4.0,6.0,Single Family,7217.0
Vancouver,BC,49.2532579,-123.1554338,5280000.0,6.0,7.0,Single Family,4281.0
Vancouver,BC,49.2630878,-123.1787762,3679000.0,8.0,6.0,Single Family,3754.0
West Vancouver,BC,49.3488694,-123.1613922,4990000.0,7.0,5.0,Single Family,5264.0
Vancouver,BC,49.2730949,-123.2200866,12880000.0,4.0,2.0,Single Family,4680.0
West Vancouver,BC,49.342943,-123.2558454,3820000.0,4.0,4.0,Single Family,4398.0
Vancouver,BC,49.2614297,-123.2142394,3898000.0,7.0,5.0,Single Family,3242.0
Vancouver,BC,49.2564168,-123.2318333,859900.0,1.0,1.0,Condo,533.0
West Vancouver,BC,49.3474402,-123.2605987,3980000.0,4.0,3.0,Single Family,3753.0
West Vancouver,BC,49.3457299,-123.1632283,5780000.0,6.0,4.0,Single Family,5131.0
Vancouver,BC,49.2599235,-123.1751997,2799900.0,5.0,2.0,Single Family,2463.0
Vancouver,BC,49.2554392,-123.2309621,2780000.0,3.0,4.0,Condo,1738.0
West Vancouver,BC,49.3403589,-123.2084438,58800000.0,5.0,7.0,Single Family,9944.0
West Vancouver,BC,49.342663,-123.2334192,5728000.0,4.0,6.0,Single Family,4760.0
West Vancouver,BC,49.3502307,-123.1967062,9880000.0,6.0,7.0,Single Family,6667.0
West Vancouver,BC,49.3486468,-123.1697735,3680000.0,3.0,3.0,Single Family,3675.0
West Vancouver,BC,49.344415,-123.247791,3450000.0,6.0,4.0,Single Family,3889.0
Vancouver,BC,49.2608607,-123.2113191,4880000.0,5.0,5.0,Single Family,4149.0
West Vancouver,BC,49.3544505,-123.136448,9880000.0,7.0,7.0,Single Family,8557.0
North Vancouver,BC,49.330822,-123.107091,2498000.0,3.0,2.0,Single Family,2493.0
West Vancouver,BC,49.3423306,-123.2405836,3498000.0,5.0,3.0,Single Family,3929.0
West Vancouver,BC,49.3507018,-123.1360154,5488000.0,5.0,4.0,Single Family,3089.0
West Vancouver,BC,49.3517663,-123.1417001,15980000.0,7.0,8.0,Single Family,10291.0
Vancouver,BC,49.2719078,-123.2478754,6199000.0,4.0,7.0,Single Family,7592.0
West Vancouver,BC,49.3457391,-123.1642651,3250000.0,6.0,4.0,Single Family,4637.0
West Vancouver,BC,49.3464046,-123.2610314,5749000.0,3.0,3.0,Single Family,3251.0
Vancouver,BC,49.2535563,-123.2360078,958000.0,2.0,2.0,Condo,1033.0
West Vancouver,BC,49.3506305,-123.1680467,5280000.0,6.0,5.0,Single Family,4590.0
North Vancouver,BC,49.356939,-123.094615,4298000.0,6.0,7.0,Single Family,5009.0
West Vancouver,BC,49.330479,-123.172048,1688000.0,2.0,2.0,Condo,1411.0
West Vancouver,BC,49.3459534,-123.1355519,6300000.0,6.0,7.0,Single Family,8155.0
Vancouver,BC,49.2736584,-123.2445371,9980000.0,7.0,5.0,Single Family,6258.0
Vancouver,BC,49.2554392,-123.2309621,1248800.0,2.0,2.0,Condo,886.0
Vancouver,BC,49.2718364,-123.1824802,1200000.0,2.0,2.0,Condo,808.0
Vancouver,BC,49.2601418,-123.1895724,7430000.0,8.0,6.0,Single Family,5308.0
West Vancouver,BC,49.3347472,-123.1275875,3488000.0,5.0,5.0,Single Family,4308.0
North Vancouver,BC,49.346311,-123.09891,2890000.0,4.0,4.0,Single Family,3968.0
Vancouver,BC,49.2667819,-123.1604193,1298000.0,2.0,2.0,Townhome,1072.0
Vancouver,BC,49.2590044,-123.2083886,4298000.0,4.0,5.0,Single Family,3013.0
Vancouver,BC,49.2528025,-123.1618101,7399999.0,7.0,10.0,Single Family,6318.0
West Vancouver,BC,49.3432776,-123.2067437,9150000.0,5.0,7.0,Single Family,6760.0
Vancouver,BC,49.2541885,-123.2345405,1275000.0,2.0,2.0,Condo,1084.0
Vancouver,BC,49.2651153,-123.2355267,1258000.0,2.0,2.0,Condo,908.0
West Vancouver,BC,49.3428649,-123.2130008,7500000.0,6.0,8.0,Single Family,7814.0
Vancouver,BC,49.264197,-123.1625412,2000000.0,2.0,2.0,Condo,1240.0
West Vancouver,BC,49.3353606,-123.1552541,4980000.0,7.0,5.0,Single Family,3986.0
West Vancouver,BC,49.3426058,-123.1306272,4560000.0,5.0,5.0,Single Family,5760.0
West Vancouver,BC,49.3288696,-123.1383431,1849000.0,2.0,2.0,Condo,1130.0
North Vancouver,BC,49.3326953,-123.0456704,938000.0,2.0,2.0,Townhome,1013.0
Vancouver,BC,49.2525615,-123.2340921,759000.0,1.0,1.0,Condo,624.0
West Vancouver,BC,49.339848,-123.172314,5298000.0,3.0,2.0,Single Family,1906.0
West Vancouver,BC,49.3486506,-123.2488802,2880000.0,3.0,2.0,Single Family,3577.0
West Vancouver,BC,49.3365,-123.1420474,2650000.0,4.0,4.0,Single Family,2093.0
Vancouver,BC,49.2533502,-123.1611021,3449000.0,6.0,2.0,Single Family,2595.0
West Vancouver,BC,49.3386944,-123.1833598,4880000.0,5.0,6.0,Single Family,4283.0
Vancouver,BC,49.2533792,-123.2350129,998000.0,2.0,2.0,Condo,984.0
West Vancouver,BC,49.3509461,-123.1774319,12000000.0,5.0,7.0,Single Family,9139.0
West Vancouver,BC,49.3437302,-123.1332563,3188000.0,4.0,3.0,Single Family,3334.0
West Vancouver,BC,49.331699,-123.1466896,2698000.0,2.0,2.0,Single Family,1660.0
West Vancouver,BC,49.3452898,-123.1250569,2995000.0,3.0,4.0,Single Family,2980.0
West Vancouver,BC,49.3607995,-123.1175453,3499000.0,6.0,6.0,Single Family,3933.0
West Vancouver,BC,49.3522907,-123.1664431,14998000.0,5.0,8.0,Single Family,7782.0
Vancouver,BC,49.2527063,-123.2335727,1080000.0,2.0,2.0,Condo,869.0
West Vancouver,BC,49.3313628,-123.1566563,2891000.0,4.0,3.0,Single Family,2640.0
West Vancouver,BC,49.3311828,-123.1566578,2698750.0,2.0,1.0,Single Family,732.0
West Vancouver,BC,49.351873,-123.1884422,4100000.0,3.0,3.0,Duplex,3024.0
West Vancouver,BC,49.3584527,-123.2431188,3680000.0,6.0,4.0,Single Family,5228.0
North Vancouver,BC,49.346895,-123.100791,4498000.0,6.0,7.0,Single Family,5734.0
West Vancouver,BC,49.346592,-123.130176,4100000.0,7.0,4.0,Single Family,5246.0
West Vancouver,BC,49.3357161,-123.1558909,4980000.0,4.0,5.0,Single Family,4002.0
Vancouver,BC,49.2541865,-123.1567528,7388000.0,8.0,8.0,Single Family,4777.0
Vancouver,BC,49.2545536,-123.2306217,2180000.0,3.0,2.0,Condo,1302.0
West Vancouver,BC,49.3414113,-123.135834,5680000.0,6.0,6.0,Single Family,6556.0
West Vancouver,BC,49.3386588,-123.1529755,5280000.0,5.0,7.0,Single Family,5113.0
West Vancouver,BC,49.3509363,-123.1540539,4980000.0,6.0,4.0,Single Family,3796.0
West Vancouver,BC,49.3566134,-123.1352787,6290000.0,5.0,8.0,Single Family,7002.0
North Vancouver,BC,49.3280679,-123.1239986,1989900.0,4.0,3.0,Condo/Townhome,1868.0
Vancouver,BC,49.2750038,-123.2132789,8888000.0,7.0,5.0,Single Family,3621.0
West Vancouver,BC,49.3513274,-123.1484025,4880000.0,5.0,4.0,Single Family,4001.0
Vancouver,BC,49.2544975,-123.2306913,1399000.0,2.0,2.0,Condo,1017.0
Vancouver,BC,49.2543178,-123.2307015,1068000.0,2.0,2.0,Condo,850.0
West Vancouver,BC,49.3488353,-123.2596224,3288000.0,4.0,4.0,Single Family,4060.0
West Vancouver,BC,49.353057,-123.2731584,5880000.0,5.0,5.0,Single Family,4486.0
West Vancouver,BC,49.335138,-123.1439754,3098000.0,4.0,4.0,Single Family,3402.0
West Vancouver,BC,49.3408903,-123.202213,4928000.0,5.0,6.0,Single Family,5963.0
Vancouver,BC,49.25347,-123.2306,1728000.0,3.0,2.0,Condo,1292.0
Vancouver,BC,49.2545536,-123.2306217,1888000.0,3.0,2.0,Condo,1302.0
West Vancouver,BC,49.3425112,-123.2670574,7490000.0,4.0,3.0,Single Family,4013.0
Vancouver,BC,49.2628655,-123.1925251,6580000.0,5.0,6.0,Single Family,4253.0
West Vancouver,BC,49.3528809,-123.209398,4499000.0,4.0,4.0,Single Family,2605.0
Vancouver,BC,49.2544975,-123.2306913,1399999.0,2.0,2.0,Condo,955.0
West Vancouver,BC,49.331019,-123.173664,7895000.0,3.0,4.0,Condo,3610.0
Vancouver,BC,49.271565,-123.2085888,7950000.0,4.0,4.0,Single Family,3861.0
Vancouver,BC,49.2632676,-123.2336347,855000.0,1.0,1.0,Condo,558.0
West Vancouver,BC,49.3545594,-123.1421408,13450000.0,6.0,9.0,Single Family,8688.0
Vancouver,BC,49.2658134,-123.185477,599000.0,1.0,1.0,Condo,636.0
West Vancouver,BC,49.3507751,-123.1343823,14880000.0,7.0,12.0,Single Family,8831.0
Vancouver,BC,49.2532377,-123.1541677,6988000.0,7.0,7.0,Single Family,5042.0
West Vancouver,BC,49.3504267,-123.1520853,14999000.0,6.0,9.0,Single Family,8008.0
Vancouver,BC,49.2726785,-123.209639,9980000.0,5.0,5.0,Single Family,4361.0
West Vancouver,BC,49.3386513,-123.1809202,3890000.0,5.0,5.0,Single Family,3992.0
Vancouver,BC,49.2718352,-123.2490093,1888000.0,4.0,4.0,Townhome,2257.0
Vancouver,BC,49.2558185,-123.1816158,4698000.0,5.0,5.0,Single Family,4082.0
North Vancouver,BC,49.3350621,-123.0811453,3998000.0,5.0,6.0,Single Family,4266.0
West Vancouver,BC,49.3458316,-123.2398098,6780000.0,5.0,7.0,Single Family,5540.0
Vancouver,BC,49.2535563,-123.2360078,1010000.0,2.0,2.0,Condo,896.0
Vancouver,BC,49.2733028,-123.2457559,5998000.0,13.0,6.0,Single Family,4711.0
West Vancouver,BC,49.3496436,-123.1780111,11680000.0,5.0,8.0,Single Family,6675.0
West Vancouver,BC,49.330032,-123.169122,898000.0,1.0,2.0,Condo,994.0
North Vancouver,BC,49.349359,-123.064966,7890000.0,6.0,7.0,Single Family,7304.0
West Vancouver,BC,49.3286669,-123.1402362,1530000.0,2.0,2.0,Condo,1100.0
Vancouver,BC,49.2562624,-123.2323864,1399000.0,2.0,2.0,Condo,1010.0
West Vancouver,BC,49.3525061,-123.152506,4200000.0,3.0,4.0,Single Family,3470.0
West Vancouver,BC,49.3584451,-123.123646,6888888.0,6.0,9.0,Single Family,7711.0
West Vancouver,BC,49.3478932,-123.1353406,27800000.0,6.0,11.0,Single Family,12967.0
Vancouver,BC,49.2651153,-123.2355267,3150000.0,4.0,4.0,Townhome,2045.0
West Vancouver,BC,49.3464133,-123.1425088,9880000.0,8.0,8.0,Single Family,10180.0
West Vancouver,BC,49.3371904,-123.1379644,3300000.0,4.0,2.0,Single Family,2941.0
Vancouver,BC,49.2707117,-123.2413209,12770000.0,7.0,7.0,Single Family,5735.0
Vancouver,BC,49.2562624,-123.2323864,888000.0,1.0,1.0,Condo,607.0
Vancouver,BC,49.2545536,-123.2306217,1398000.0,2.0,2.0,Condo,1033.0
Vancouver,BC,49.2622565,-123.2441688,1888000.0,2.0,2.0,Condo,1101.0
West Vancouver,BC,49.3347794,-123.1475944,3339000.0,6.0,4.0,Single Family,3550.0
West Vancouver,BC,49.3551744,-123.1420337,3980000.0,5.0,3.0,Single Family,3571.0
West Vancouver,BC,49.3459905,-123.1867384,2588000.0,3.0,3.0,Single Family,2883.0
West Vancouver,BC,49.3316956,-123.1464673,6198000.0,6.0,6.0,Single Family,5022.0
West Vancouver,BC,49.3415225,-123.1523933,2199000.0,4.0,3.0,Single Family,2850.0
North Vancouver,BC,49.345278,-123.089857,2479000.0,6.0,3.0,Single Family,2660.0
West Vancouver,BC,49.3396322,-123.1469511,2690000.0,5.0,2.0,Single Family,2663.0
Vancouver,BC,49.2570759,-123.1839722,2688000.0,3.0,2.0,Single Family,1891.0
West Vancouver,BC,49.3476882,-123.1467576,26000000.0,8.0,10.0,Single Family,20279.0
Vancouver,BC,49.2748626,-123.2469488,8699000.0,6.0,4.0,Single Family,4109.0
Vancouver,BC,49.2651039,-123.1954253,8980000.0,4.0,6.0,Single Family,4880.0
West Vancouver,BC,49.3387101,-123.1999904,16888000.0,5.0,7.0,Single Family,6252.0
Vancouver,BC,49.2543178,-123.2307015,1100000.0,2.0,2.0,Condo,880.0
Vancouver,BC,49.2558267,-123.1843511,3980000.0,5.0,5.0,Single Family,3625.0
Vancouver,BC,49.2692227,-123.1773482,3750000.0,10.0,7.0,Single Family,4445.0
